Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units","Bulk GTIN"
Hartford/Springfield,Weekly,"2022-04-03 00:00:00",Conventional,1.604320892,317325.28,36817.76,199343.62,731.49,70330.42,,,,10101.99
Hartford/Springfield,Weekly,"2022-03-27 00:00:00",Conventional,1.594964560,364976.24,60125.85,216531.84,5723.46,70347.38,,,,12247.70
Houston,Weekly,"2022-04-17 00:00:00",Conventional,1.136064418,876689.35,296157.33,81373.74,8226.04,247367.69,,,,243564.55
Houston,Weekly,"2022-04-10 00:00:00",Conventional,1.031626134,1010085.06,385194.84,79243.16,7959.80,306922.30,,,,230764.95
Houston,Weekly,"2022-04-03 00:00:00",Conventional,1.076113243,963511.25,411432.99,74508.86,6653.02,189085.56,,,,281830.82
Houston,Weekly,"2022-03-27 00:00:00",Conventional,1.087771573,897887.98,328547.04,73862.66,6028.67,196157.25,,,,293292.36
Indianapolis,Weekly,"2022-04-17 00:00:00",Conventional,1.317325693,275405.90,74927.78,22950.55,136.26,79804.19,,,,97587.11
Indianapolis,Weekly,"2022-04-10 00:00:00",Conventional,1.163136254,289746.99,84916.00,15442.96,186.35,74801.40,,,,114400.27
Indianapolis,Weekly,"2022-04-03 00:00:00",Conventional,1.137137765,286421.50,89237.77,14703.18,181.71,61317.58,,,,120981.25
Indianapolis,Weekly,"2022-03-27 00:00:00",Conventional,1.299082510,246713.23,77217.60,17164.70,136.76,55458.96,,,,96735.22
Jacksonville,Weekly,"2022-04-17 00:00:00",Conventional,1.491080262,187080.08,95328.72,5414.74,37.93,48261.32,,,,38037.37
Jacksonville,Weekly,"2022-04-10 00:00:00",Conventional,1.487874849,190560.56,94807.12,5509.07,56.70,49778.64,,,,40409.02
Jacksonville,Weekly,"2022-04-03 00:00:00",Conventional,1.498533229,194200.96,92690.95,5820.33,45.17,49597.70,,,,46046.81
Jacksonville,Weekly,"2022-03-27 00:00:00",Conventional,1.487537161,185955.88,88772.26,5627.54,47.47,51327.52,,,,40181.08
"Las Vegas",Weekly,"2022-04-17 00:00:00",Conventional,1.451360456,361537.64,51117.42,12902.66,266.08,131946.59,,,,165304.89
"Las Vegas",Weekly,"2022-04-10 00:00:00",Conventional,1.309694697,390938.86,54791.31,10677.55,458.32,136304.80,,,,188706.89
"Las Vegas",Weekly,"2022-04-03 00:00:00",Conventional,1.299140982,379233.42,59401.12,13928.20,2022.53,104192.78,,,,199688.78
"Las Vegas",Weekly,"2022-03-27 00:00:00",Conventional,1.388795992,390886.69,61471.05,12417.54,2530.06,104815.68,,,,209652.37
"Los Angeles",Weekly,"2022-04-17 00:00:00",Conventional,1.471560770,2657126.89,624789.53,18051.96,70263.97,764389.94,,,,1179631.49
"Los Angeles",Weekly,"2022-04-10 00:00:00",Conventional,1.469018407,2842841.79,551096.97,18843.97,90567.58,772468.66,,,,1409864.62
"Los Angeles",Weekly,"2022-04-03 00:00:00",Conventional,1.478594062,2724889.94,507655.84,16976.82,86536.20,732875.29,,,,1380845.79
"Los Angeles",Weekly,"2022-03-27 00:00:00",Conventional,1.442487965,2841697.65,580440.83,19480.29,78550.00,711349.18,,,,1451877.35
Louisville,Weekly,"2022-04-17 00:00:00",Conventional,1.462147585,128715.05,25534.90,10016.29,54.25,37006.70,,,,56102.90
Louisville,Weekly,"2022-04-10 00:00:00",Conventional,1.296707849,133701.39,31070.64,5978.85,52.51,34245.79,,,,62353.61
Louisville,Weekly,"2022-04-03 00:00:00",Conventional,1.131337517,145008.54,35981.56,4812.64,28.03,35644.63,,,,68541.68
Louisville,Weekly,"2022-03-27 00:00:00",Conventional,1.193412395,125903.06,31879.58,6042.25,19.74,35656.98,,,,52304.50
"Miami/Ft. Lauderdale",Weekly,"2022-04-17 00:00:00",Conventional,1.527540900,750628.76,364511.97,22169.26,132.17,189245.58,,,,174569.78
"Miami/Ft. Lauderdale",Weekly,"2022-04-10 00:00:00",Conventional,1.533708936,751983.27,395256.00,20335.21,140.16,179358.45,,,,156893.44
"Miami/Ft. Lauderdale",Weekly,"2022-04-03 00:00:00",Conventional,1.533182234,741924.27,405519.36,24201.80,124.54,166542.27,,,,145536.30
"Miami/Ft. Lauderdale",Weekly,"2022-03-27 00:00:00",Conventional,1.531952060,734605.04,385578.26,23422.71,204.39,157429.11,,,,167970.57
Nashville,Weekly,"2022-04-17 00:00:00",Conventional,1.405438679,299004.38,87874.93,6273.66,102.63,111152.18,,,,93600.98
Nashville,Weekly,"2022-04-10 00:00:00",Conventional,1.239914831,325678.33,98086.21,5402.78,16.88,121400.42,,,,100772.03
Nashville,Weekly,"2022-04-03 00:00:00",Conventional,1.241656872,324570.77,102495.11,5531.63,27.25,95414.61,,,,121102.17
Nashville,Weekly,"2022-03-27 00:00:00",Conventional,1.275438167,291463.39,89098.37,5491.74,14.05,92916.96,,,,103942.27
"Northern New England",Weekly,"2022-04-17 00:00:00",Conventional,1.456132481,458124.13,168201.20,159366.57,12.76,82825.29,,,,47718.31
"Northern New England",Weekly,"2022-04-10 00:00:00",Conventional,1.139633497,643638.94,276064.76,246510.46,11.41,69853.64,,,,51198.66
"Northern New England",Weekly,"2022-04-03 00:00:00",Conventional,1.460097895,456193.80,170674.63,158121.49,25.52,78379.60,,,,48992.57
"Northern New England",Weekly,"2022-03-27 00:00:00",Conventional,1.432082470,442988.03,158134.23,144410.40,36.09,98067.80,,,,42339.52
"New Orleans/Mobile",Weekly,"2022-04-17 00:00:00",Conventional,1.326591833,281948.34,104311.46,12701.30,38.21,119721.19,,,,45176.18
"New Orleans/Mobile",Weekly,"2022-04-10 00:00:00",Conventional,1.265574895,307387.24,107174.52,13788.78,64.43,141865.24,,,,44494.28
"New Orleans/Mobile",Weekly,"2022-04-03 00:00:00",Conventional,1.327397027,298986.63,110523.14,14435.23,57.84,127504.48,,,,46465.93
"New Orleans/Mobile",Weekly,"2022-03-27 00:00:00",Conventional,1.318699485,298426.59,117065.31,12934.70,56.33,129015.70,,,,39354.54
"New York",Weekly,"2022-04-17 00:00:00",Conventional,1.576367116,1231571.30,266704.99,349350.43,560.61,525571.92,,,,89383.35
"New York",Weekly,"2022-04-10 00:00:00",Conventional,1.591866876,1292269.19,286626.19,387205.40,398.11,514033.18,,,,104006.31
"New York",Weekly,"2022-04-03 00:00:00",Conventional,1.657510489,1637722.98,296541.53,752862.13,518.74,502585.62,,,,85214.97
"New York",Weekly,"2022-03-27 00:00:00",Conventional,1.647763035,2199420.71,843755.17,751899.79,351.28,497260.75,,,,106153.71
Orlando,Weekly,"2022-04-17 00:00:00",Conventional,1.523215524,427182.93,188621.73,7206.41,19.03,130724.80,,,,100610.96
Orlando,Weekly,"2022-04-10 00:00:00",Conventional,1.534175111,418970.03,196228.69,7502.18,11.74,120128.63,,,,95098.79
Orlando,Weekly,"2022-04-03 00:00:00",Conventional,1.518160484,420167.61,190454.98,7472.27,13.36,113983.07,,,,108243.92
Orlando,Weekly,"2022-03-27 00:00:00",Conventional,1.528441984,411715.42,202270.25,7534.34,9.05,118433.44,,,,83468.34
Peoria/Springfield,Weekly,"2022-04-17 00:00:00",Conventional,1.265358997,127493.38,38478.06,12722.10,44.74,42141.03,,,,34107.45
Peoria/Springfield,Weekly,"2022-04-10 00:00:00",Conventional,1.203345077,135601.69,45434.62,9070.91,82.76,43885.41,,,,37127.99
Peoria/Springfield,Weekly,"2022-04-03 00:00:00",Conventional,1.167263363,134306.13,45969.25,9159.40,67.25,37529.94,,,,41580.30
Peoria/Springfield,Weekly,"2022-03-27 00:00:00",Conventional,1.273150794,113626.15,37391.29,9485.16,98.34,33752.80,,,,32898.56
Philadelphia,Weekly,"2022-04-17 00:00:00",Conventional,1.537930260,472151.30,125085.99,79627.59,223.82,215357.92,,,,51855.99
Philadelphia,Weekly,"2022-04-10 00:00:00",Conventional,1.484514016,490538.18,144374.94,82185.82,343.89,204968.60,,,,58664.93
Philadelphia,Weekly,"2022-04-03 00:00:00",Conventional,1.493310571,559229.78,153051.04,138085.36,1195.22,218520.71,,,,48377.45
Philadelphia,Weekly,"2022-03-27 00:00:00",Conventional,1.463306442,651149.18,245821.41,122018.04,243.93,227147.35,,,,55918.45
Phoenix/Tucson,Weekly,"2022-04-17 00:00:00",Conventional,1.257912256,1145243.22,356411.19,103241.25,4091.78,211606.58,,,,469892.42
Phoenix/Tucson,Weekly,"2022-04-10 00:00:00",Conventional,1.059696000,1318405.89,466503.97,85905.34,6344.61,203251.15,,,,556400.83
Phoenix/Tucson,Weekly,"2022-04-03 00:00:00",Conventional,1.049152323,1294647.40,442322.60,96785.80,5582.56,168629.02,,,,581327.42
Phoenix/Tucson,Weekly,"2022-03-27 00:00:00",Conventional,1.183596353,1380631.31,447617.40,139533.07,5706.58,166353.53,,,,621420.73
Pittsburgh,Weekly,"2022-04-17 00:00:00",Conventional,1.657202094,114254.50,38379.07,3490.19,11.78,39723.43,,,,32650.04
Pittsburgh,Weekly,"2022-04-10 00:00:00",Conventional,1.143388494,184548.81,76213.83,4800.36,2.82,39298.46,,,,64233.34
Pittsburgh,Weekly,"2022-04-03 00:00:00",Conventional,1.677671002,124852.37,40944.75,4853.67,1.41,42224.13,,,,36828.41
Pittsburgh,Weekly,"2022-03-27 00:00:00",Conventional,1.668846294,118863.67,41412.38,3337.00,3.78,40634.27,,,,33476.25
Portland,Weekly,"2022-04-17 00:00:00",Conventional,1.522847357,565612.27,120333.63,34096.56,5415.64,151896.31,,,,253870.12
Portland,Weekly,"2022-04-10 00:00:00",Conventional,1.373382714,641865.28,108960.01,56164.06,6093.55,162143.76,,,,308503.90
Portland,Weekly,"2022-04-03 00:00:00",Conventional,1.529386466,617800.81,98635.94,66108.05,6654.38,114284.94,,,,332117.50
Portland,Weekly,"2022-03-27 00:00:00",Conventional,1.562700225,592518.26,100491.69,34434.24,5907.80,129638.07,,,,322046.46
Providence,Weekly,"2022-04-17 00:00:00",Conventional,1.811872043,79568.96,19833.12,31341.73,74.14,15837.64,,,,12482.34
Providence,Weekly,"2022-04-10 00:00:00",Conventional,1.811867341,84231.43,18373.05,34386.99,43.39,17326.16,,,,14101.84
Providence,Weekly,"2022-04-03 00:00:00",Conventional,1.807168669,79337.13,8996.84,41328.44,52.62,16189.47,,,,12769.77
Providence,Weekly,"2022-03-27 00:00:00",Conventional,1.812738130,79638.53,6356.48,46341.51,40.49,16522.27,,,,10377.77
Raleigh/Greensboro,Weekly,"2022-04-17 00:00:00",Conventional,1.529656058,373276.78,142260.72,61311.95,2390.37,152095.13,,,,15218.60
Raleigh/Greensboro,Weekly,"2022-04-10 00:00:00",Conventional,1.462819639,382684.80,145749.05,67069.77,2727.70,148482.85,,,,18655.43
Raleigh/Greensboro,Weekly,"2022-04-03 00:00:00",Conventional,1.529550058,391760.02,143333.49,59190.75,1979.90,163078.99,,,,24176.90
Raleigh/Greensboro,Weekly,"2022-03-27 00:00:00",Conventional,1.442880995,407945.08,149510.71,60452.23,1796.00,172739.29,,,,23446.85
Richmond/Norfolk,Weekly,"2022-04-17 00:00:00",Conventional,1.510438218,305070.16,102152.43,38500.59,551.52,91780.45,,,,72085.17
Richmond/Norfolk,Weekly,"2022-04-10 00:00:00",Conventional,1.296065656,329254.73,122605.05,36131.39,705.94,88368.17,,,,81444.18
Richmond/Norfolk,Weekly,"2022-04-03 00:00:00",Conventional,1.307356886,328623.67,114684.93,31391.79,479.95,95225.38,,,,86841.63
Richmond/Norfolk,Weekly,"2022-03-27 00:00:00",Conventional,1.317701301,311338.79,107645.21,33665.96,473.70,92139.49,,,,77414.42
Roanoke,Weekly,"2022-04-17 00:00:00",Conventional,1.439463941,181171.20,59327.06,13902.60,30.33,50255.78,,,,57655.44
Roanoke,Weekly,"2022-04-10 00:00:00",Conventional,1.264889751,205382.23,71785.80,13088.12,7.50,51985.08,,,,68515.74
Roanoke,Weekly,"2022-04-03 00:00:00",Conventional,1.202743740,209171.46,72039.07,11283.62,52.55,52521.25,,,,73274.98
Roanoke,Weekly,"2022-03-27 00:00:00",Conventional,1.218657962,190095.00,70678.80,10981.57,3.51,49385.61,,,,59045.51
Sacramento,Weekly,"2022-04-17 00:00:00",Conventional,1.717476266,472420.75,87370.74,150181.27,1508.40,91131.89,,,,142228.46
Sacramento,Weekly,"2022-04-10 00:00:00",Conventional,1.711581556,407979.51,90641.76,114742.14,1336.45,90818.18,,,,110440.98
Sacramento,Weekly,"2022-04-03 00:00:00",Conventional,1.739844574,391983.75,85507.68,115078.38,1011.94,88892.02,,,,101493.74
Sacramento,Weekly,"2022-03-27 00:00:00",Conventional,1.658387159,464969.19,105866.33,133787.72,866.38,85179.34,,,,139269.41
"San Diego",Weekly,"2022-04-17 00:00:00",Conventional,1.420953847,502951.11,92127.19,7799.90,11847.75,162974.82,,,,228201.44
"San Diego",Weekly,"2022-04-10 00:00:00",Conventional,1.454082067,540046.77,90917.85,9174.61,21189.15,154072.57,,,,264692.59
"San Diego",Weekly,"2022-04-03 00:00:00",Conventional,1.446099118,489330.70,79980.66,7057.99,14412.95,147259.70,,,,240619.40
"San Diego",Weekly,"2022-03-27 00:00:00",Conventional,1.389088734,541671.60,97564.13,7042.70,14890.19,145454.04,,,,276720.53
"San Francisco",Weekly,"2022-04-17 00:00:00",Conventional,1.737694574,922120.49,174698.64,107467.99,2484.47,146908.31,,,,490561.08
"San Francisco",Weekly,"2022-04-10 00:00:00",Conventional,1.636457312,742648.24,154072.72,92107.50,3186.44,143352.31,,,,349929.27
"San Francisco",Weekly,"2022-04-03 00:00:00",Conventional,1.690449555,674821.82,167619.96,95123.58,2330.34,121875.71,,,,287872.22
"San Francisco",Weekly,"2022-03-27 00:00:00",Conventional,1.726428236,923432.14,217789.49,105113.19,2472.84,114260.66,,,,483795.95
Seattle,Weekly,"2022-04-17 00:00:00",Conventional,1.803576567,532056.37,96289.39,37098.70,357.19,134913.99,,,,263397.10
Seattle,Weekly,"2022-04-10 00:00:00",Conventional,1.684793508,530667.09,73823.27,57337.95,494.68,143090.35,,,,255920.85
Seattle,Weekly,"2022-04-03 00:00:00",Conventional,1.763151452,524733.31,74244.70,62554.37,562.77,93271.27,,,,294100.20
Seattle,Weekly,"2022-03-27 00:00:00",Conventional,1.861825713,468709.19,72459.23,37239.05,540.84,97042.42,,,,261427.65
"South Carolina",Weekly,"2022-04-17 00:00:00",Conventional,1.499242171,476354.28,192704.22,42012.13,1186.88,143135.15,,,,97315.89
"South Carolina",Weekly,"2022-04-10 00:00:00",Conventional,1.392978881,486676.48,183061.86,41816.39,1436.62,151601.49,,,,108760.12
"South Carolina",Weekly,"2022-04-03 00:00:00",Conventional,1.402417133,502265.92,187294.00,35689.85,973.88,154944.40,,,,123363.79
"South Carolina",Weekly,"2022-03-27 00:00:00",Conventional,1.395752265,481034.95,180736.59,39873.23,967.87,154859.65,,,,104597.61
Spokane,Weekly,"2022-04-17 00:00:00",Conventional,1.662512163,79407.50,19241.31,5260.82,5.30,20884.96,,,,34015.11
Spokane,Weekly,"2022-04-10 00:00:00",Conventional,1.503134791,78339.59,15501.91,8142.32,3.54,22980.55,,,,31711.28
Spokane,Weekly,"2022-04-03 00:00:00",Conventional,1.611548541,72763.03,14755.50,9041.85,5.30,14370.05,,,,34590.34
Spokane,Weekly,"2022-03-27 00:00:00",Conventional,1.671546630,66244.01,14415.19,5624.13,14.07,14725.84,,,,31464.78
"St. Louis",Weekly,"2022-04-17 00:00:00",Conventional,1.232753041,197480.42,69191.99,5466.27,5.67,64592.21,,,,58224.28
"St. Louis",Weekly,"2022-04-10 00:00:00",Conventional,1.159291380,217724.61,88927.94,5740.71,15.12,61964.63,,,,61076.22
"St. Louis",Weekly,"2022-04-03 00:00:00",Conventional,1.172643434,221134.12,89599.88,5548.09,10.40,61205.22,,,,64770.54
"St. Louis",Weekly,"2022-03-27 00:00:00",Conventional,1.241286447,196993.47,75281.60,5532.13,6.62,57524.26,,,,58648.86
Syracuse,Weekly,"2022-04-17 00:00:00",Conventional,1.420892329,85763.67,15925.17,26641.99,220.78,38212.01,,,,4763.72
Syracuse,Weekly,"2022-04-10 00:00:00",Conventional,1.359461133,90051.57,20149.11,28537.60,246.29,36273.88,,,,4844.70
Syracuse,Weekly,"2022-04-03 00:00:00",Conventional,1.378575987,86213.32,15994.07,25085.69,242.68,40387.57,,,,4503.32
Syracuse,Weekly,"2022-03-27 00:00:00",Conventional,1.392856601,81738.89,15442.05,24694.03,233.91,36272.98,,,,5095.91
Tampa,Weekly,"2022-04-17 00:00:00",Conventional,1.482240654,462753.94,209555.36,11531.49,20.23,115039.47,,,,126607.38
Tampa,Weekly,"2022-04-10 00:00:00",Conventional,1.488423697,468069.96,207434.42,11562.34,37.92,108544.29,,,,140490.98
Tampa,Weekly,"2022-04-03 00:00:00",Conventional,1.484935450,466395.42,211799.64,12633.55,19.00,102352.80,,,,139590.44
Tampa,Weekly,"2022-03-27 00:00:00",Conventional,1.495648582,455591.56,206482.27,11987.49,32.13,102273.03,,,,134816.64
Toledo,Weekly,"2022-04-17 00:00:00",Conventional,1.375222573,135313.53,33976.58,12856.22,2208.76,36790.39,,,,49481.59
Toledo,Weekly,"2022-04-10 00:00:00",Conventional,1.192202340,152504.87,41601.27,9097.88,1916.22,38604.04,,,,61285.46
Toledo,Weekly,"2022-04-03 00:00:00",Conventional,1.142846440,158686.00,46347.73,8459.63,1657.56,33894.44,,,,68326.65
Toledo,Weekly,"2022-03-27 00:00:00",Conventional,1.359909649,128007.08,40363.28,9288.16,3817.76,27643.74,,,,46894.13
"West Tex/New Mexico",Weekly,"2022-04-17 00:00:00",Conventional,1.209347340,867780.59,231939.72,79560.60,3589.14,361655.19,,,,191035.94
"West Tex/New Mexico",Weekly,"2022-04-10 00:00:00",Conventional,1.212770714,858759.68,220786.26,90363.28,4591.85,348821.05,,,,194197.23
"West Tex/New Mexico",Weekly,"2022-04-03 00:00:00",Conventional,1.203546172,861096.05,240232.29,95345.90,5329.11,327900.87,,,,192287.88
"West Tex/New Mexico",Weekly,"2022-03-27 00:00:00",Conventional,1.178126631,890509.50,219824.37,96287.96,5214.39,384617.50,,,,184565.28
Wichita,Weekly,"2022-04-17 00:00:00",Conventional,1.257509163,112262.40,20677.58,1911.00,3.24,45133.55,,,,44537.03
Wichita,Weekly,"2022-04-10 00:00:00",Conventional,1.098735559,130669.18,22583.82,1463.35,4.32,53433.54,,,,53184.15
Wichita,Weekly,"2022-04-03 00:00:00",Conventional,1.112485824,115256.43,24616.70,1193.32,6.49,27445.01,,,,61994.91
Wichita,Weekly,"2022-03-27 00:00:00",Conventional,1.132801727,105122.67,23295.29,1332.27,6.49,26805.19,,,,53683.43
California,Weekly,"2022-04-17 00:00:00",Conventional,1.562569199,5786392.72,1275553.29,464871.73,97533.88,1413461.13,,,,2534972.69
California,Weekly,"2022-04-10 00:00:00",Conventional,1.526812044,5720303.09,1185584.10,385269.94,130450.60,1421227.86,,,,2597770.59
California,Weekly,"2022-04-03 00:00:00",Conventional,1.544145279,5398001.92,1132553.45,388906.65,116651.62,1331290.47,,,,2428599.74
California,Weekly,"2022-03-27 00:00:00",Conventional,1.522065655,6079362.59,1362401.85,430483.30,108056.86,1284482.45,,,,2893938.13
"Great Lakes",Weekly,"2022-04-17 00:00:00",Conventional,1.474616663,3967244.05,910307.48,490719.75,74292.56,1103420.39,,,,1388503.88
"Great Lakes",Weekly,"2022-04-10 00:00:00",Conventional,1.351861906,4447412.45,1073422.51,427150.40,56611.92,1169602.59,,,,1720625.04
"Great Lakes",Weekly,"2022-04-03 00:00:00",Conventional,1.300191817,4160554.20,1063611.91,422930.45,61226.27,1029349.97,,,,1583435.60
"Great Lakes",Weekly,"2022-03-27 00:00:00",Conventional,1.453277312,3606213.25,939975.29,396867.14,117185.15,842310.15,,,,1309875.52
Midsouth,Weekly,"2022-04-17 00:00:00",Conventional,1.474938679,3762268.11,1219732.65,463817.10,11031.13,1390413.01,,,,677274.23
Midsouth,Weekly,"2022-04-10 00:00:00",Conventional,1.369831766,3944202.15,1321267.76,467837.70,13510.92,1376693.14,,,,764892.64
Midsouth,Weekly,"2022-04-03 00:00:00",Conventional,1.378254611,4002223.19,1320909.85,439083.28,9305.59,1393537.89,,,,839386.58
Midsouth,Weekly,"2022-03-27 00:00:00",Conventional,1.370550779,3899909.73,1302528.93,447465.61,10188.51,1429228.70,,,,710497.97
Northeast,Weekly,"2022-04-17 00:00:00",Conventional,1.553121106,4332703.97,1117858.44,1289938.64,3706.09,1520938.57,,,,400262.24
Northeast,Weekly,"2022-04-10 00:00:00",Conventional,1.459877247,4815619.45,1352278.55,1502469.84,3442.88,1479166.33,,,,478261.85
Northeast,Weekly,"2022-04-03 00:00:00",Conventional,1.573017184,4921443.78,1106358.11,1919238.46,5738.74,1498076.26,,,,392032.21
Northeast,Weekly,"2022-03-27 00:00:00",Conventional,1.570967639,5634786.40,1820758.48,1903803.40,8677.75,1493796.51,,,,407750.26
Plains,Weekly,"2022-04-17 00:00:00",Conventional,1.477461197,1826120.68,561154.62,289379.42,1346.58,636856.20,,,,337383.86
Plains,Weekly,"2022-04-10 00:00:00",Conventional,1.409838402,1902032.98,624345.17,276054.31,2184.41,650124.77,,,,349324.33
Plains,Weekly,"2022-04-03 00:00:00",Conventional,1.409476258,1871105.29,626452.08,279059.77,1596.14,593946.71,,,,370050.59
Plains,Weekly,"2022-03-27 00:00:00",Conventional,1.418774313,1802220.70,591516.60,274474.47,1261.86,578747.76,,,,356220.01
"South Central",Weekly,"2022-04-17 00:00:00",Conventional,1.203002669,4845766.46,1594815.32,404106.84,24560.53,1752800.71,,,,1069483.05
"South Central",Weekly,"2022-04-10 00:00:00",Conventional,1.118754610,5326489.93,1833588.67,388175.90,28022.32,2031299.42,,,,1045403.63
"South Central",Weekly,"2022-04-03 00:00:00",Conventional,1.169446582,4984449.71,1922693.96,390505.03,27160.33,1528544.93,,,,1115545.46
"South Central",Weekly,"2022-03-27 00:00:00",Conventional,1.152080589,4915401.17,1716872.46,386721.20,26378.76,1661700.24,,,,1123728.50
Southeast,Weekly,"2022-04-17 00:00:00",Conventional,1.459607791,4507279.23,1949041.77,150004.01,1978.36,1155965.69,,,,1250289.41
Southeast,Weekly,"2022-04-10 00:00:00",Conventional,1.419013662,4606777.79,2021211.12,148919.98,2265.30,1166421.35,,,,1267960.04
Southeast,Weekly,"2022-04-03 00:00:00",Conventional,1.385820856,4633094.69,2042619.79,144054.96,1712.35,1112757.81,,,,1331949.77
Southeast,Weekly,"2022-03-27 00:00:00",Conventional,1.391314960,4509569.33,2019360.54,150079.28,1796.13,1106653.77,,,,1231679.61
West,Weekly,"2022-04-17 00:00:00",Conventional,1.454468635,6305769.41,1377859.38,439863.40,21449.59,1763649.05,,,,2702948.00
West,Weekly,"2022-04-10 00:00:00",Conventional,1.328755118,6832048.68,1505884.36,520394.15,28585.03,1808029.91,,,,2969155.23
West,Weekly,"2022-04-03 00:00:00",Conventional,1.353277698,6660732.85,1494681.77,545398.13,31737.90,1404903.55,,,,3184011.49
West,Weekly,"2022-03-27 00:00:00",Conventional,1.413915264,6386249.72,1485738.98,490723.57,40906.86,1418642.57,,,,2950237.76
"Total U.S.",Weekly,"2022-04-17 00:00:00",Conventional,1.456067560,35333544.64,10006322.95,3992700.89,235898.71,10737504.74,,,,10361117.36
"Total U.S.",Weekly,"2022-04-10 00:00:00",Conventional,1.368138625,37594886.53,10917582.23,4116272.21,265073.38,11102565.37,,,,11193393.33
"Total U.S.",Weekly,"2022-04-03 00:00:00",Conventional,1.389597908,36631605.62,10709880.91,4529176.74,255128.95,9892407.59,,,,11245011.43
"Total U.S.",Weekly,"2022-03-27 00:00:00",Conventional,1.417582811,36833712.88,11239153.13,4480617.97,314451.88,9815562.16,,,,10983927.75
Albany,Weekly,"2022-04-17 00:00:00",Organic,2.129957292,2868.69,36.59,348.59,0.00,2338.79,,,,144.73
Albany,Weekly,"2022-04-10 00:00:00",Organic,1.969622691,2930.57,20.59,360.71,0.00,2410.36,,,,138.92
Albany,Weekly,"2022-04-03 00:00:00",Organic,1.876659781,3575.49,53.93,372.91,0.00,3026.18,,,,122.47
Albany,Weekly,"2022-03-27 00:00:00",Organic,1.918259152,3692.17,44.01,479.01,2.03,2997.48,,,,169.65
Atlanta,Weekly,"2022-04-17 00:00:00",Organic,2.082170402,29825.26,71.55,2838.86,0.00,10706.87,,,,16207.98
Atlanta,Weekly,"2022-04-10 00:00:00",Organic,1.983960971,31694.35,62.65,3299.68,0.00,12329.94,,,,16002.09
Atlanta,Weekly,"2022-04-03 00:00:00",Organic,1.941396162,30191.17,88.78,3707.00,0.00,13512.60,,,,12882.79
Atlanta,Weekly,"2022-03-27 00:00:00",Organic,2.048275398,27247.17,56.91,2443.49,0.00,13002.15,,,,11744.63
Baltimore/Washington,Weekly,"2022-04-17 00:00:00",Organic,1.864304199,53213.11,285.93,3581.40,13.81,44367.90,,,,4964.06
Baltimore/Washington,Weekly,"2022-04-10 00:00:00",Organic,1.741592447,59597.20,329.82,3158.94,11.49,51217.18,,,,4879.77
Baltimore/Washington,Weekly,"2022-04-03 00:00:00",Organic,1.775812627,60046.51,392.98,2946.60,2.30,51896.58,,,,4808.05
Baltimore/Washington,Weekly,"2022-03-27 00:00:00",Organic,1.875818868,53928.73,399.06,3015.00,6.90,46072.30,,,,4435.47
Birmingham/Montgomery,Weekly,"2022-04-17 00:00:00",Organic,1.673639109,12847.18,17.84,196.83,0.00,11441.87,,,,1190.63
Birmingham/Montgomery,Weekly,"2022-04-10 00:00:00",Organic,1.690741964,13641.87,11.30,233.50,0.00,12145.97,,,,1251.11
Birmingham/Montgomery,Weekly,"2022-04-03 00:00:00",Organic,1.621821283,14677.84,72.25,249.06,0.00,13219.31,,,,1137.22
Birmingham/Montgomery,Weekly,"2022-03-27 00:00:00",Organic,1.678867115,13932.93,23.57,268.22,0.00,12656.21,,,,984.93
Boise,Weekly,"2022-04-17 00:00:00",Organic,2.474810850,5361.75,5.83,421.45,0.00,2217.60,,,,2716.87
Boise,Weekly,"2022-04-10 00:00:00",Organic,2.446967218,5614.30,6.50,811.60,0.00,1956.15,,,,2840.04
Boise,Weekly,"2022-04-03 00:00:00",Organic,2.332837646,6365.34,4.89,1041.99,0.00,2127.47,,,,3191.00
Boise,Weekly,"2022-03-27 00:00:00",Organic,2.462977804,5136.04,0.94,561.11,0.00,1878.48,,,,2695.51
Boston,Weekly,"2022-04-17 00:00:00",Organic,1.820099032,36050.50,80.10,1063.47,0.00,34255.42,,,,651.51
Boston,Weekly,"2022-04-10 00:00:00",Organic,1.847846666,34941.70,53.82,1128.89,0.00,33001.04,,,,757.95
Boston,Weekly,"2022-04-03 00:00:00",Organic,1.857163581,34366.84,73.73,1590.64,0.00,31972.66,,,,729.81
Boston,Weekly,"2022-03-27 00:00:00",Organic,1.863361241,31939.66,177.36,1485.22,0.00,29530.00,,,,747.08
Buffalo/Rochester,Weekly,"2022-04-17 00:00:00",Organic,1.807756776,11780.26,846.44,90.27,0.00,10843.55,,,,0.00
Buffalo/Rochester,Weekly,"2022-04-10 00:00:00",Organic,1.792252092,12666.27,860.45,94.97,0.00,11710.85,,,,0.00
Buffalo/Rochester,Weekly,"2022-04-03 00:00:00",Organic,1.790518091,12275.08,722.82,102.93,0.00,11449.33,,,,0.00
Buffalo/Rochester,Weekly,"2022-03-27 00:00:00",Organic,1.821858148,12249.74,873.66,130.09,0.00,11246.00,,,,0.00
Charlotte,Weekly,"2022-04-17 00:00:00",Organic,1.786337736,18103.97,208.57,2482.28,32.59,15017.24,,,,363.29
