Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units","Bulk GTIN"
"Dallas/Ft. Worth",Weekly,"2022-03-06 00:00:00",Conventional,1.073984342,1283267.43,365727.72,108209.75,4254.44,435225.94,,,,369849.58
"Dallas/Ft. Worth",Weekly,"2022-02-27 00:00:00",Conventional,1.022057049,1372512.27,416528.19,136748.78,4263.08,433481.61,,,,381490.61
Denver,Weekly,"2022-03-20 00:00:00",Conventional,1.504576393,847363.70,147143.91,40781.65,23471.31,216700.77,,,,419266.07
Denver,Weekly,"2022-03-13 00:00:00",Conventional,1.485697109,829272.92,138750.92,58417.48,16022.58,225492.71,,,,390589.22
Denver,Weekly,"2022-03-06 00:00:00",Conventional,1.322385376,856572.92,140122.98,104408.95,2534.41,232891.43,,,,376615.14
Denver,Weekly,"2022-02-27 00:00:00",Conventional,1.280026306,918965.55,160067.92,88988.96,2857.53,266356.93,,,,400694.21
Detroit,Weekly,"2022-03-20 00:00:00",Conventional,1.239547773,467601.45,169074.93,18549.21,21703.57,81404.45,,,,176869.29
Detroit,Weekly,"2022-03-13 00:00:00",Conventional,1.232872557,482643.19,167242.54,20908.10,24181.14,81259.57,,,,189051.85
Detroit,Weekly,"2022-03-06 00:00:00",Conventional,1.308396049,451717.38,141651.36,16743.24,23398.04,89077.36,,,,180847.37
Detroit,Weekly,"2022-02-27 00:00:00",Conventional,1.236145572,483549.15,141705.89,21188.78,38871.78,92040.38,,,,189742.33
"Grand Rapids",Weekly,"2022-03-20 00:00:00",Conventional,1.678819610,151699.87,50449.80,21657.24,22873.22,46043.37,,,,10676.24
"Grand Rapids",Weekly,"2022-03-13 00:00:00",Conventional,1.773047745,128208.50,31564.82,21024.93,23264.11,43689.93,,,,8664.71
"Grand Rapids",Weekly,"2022-03-06 00:00:00",Conventional,1.862313221,130411.72,25091.09,22098.94,24190.66,47503.22,,,,11527.80
"Grand Rapids",Weekly,"2022-02-27 00:00:00",Conventional,1.688596776,156940.50,24501.13,29591.86,45328.53,46416.50,,,,11102.48
Harrisburg/Scranton,Weekly,"2022-03-20 00:00:00",Conventional,1.491153623,334635.21,138025.14,61124.64,131.48,118699.04,,,,16654.91
Harrisburg/Scranton,Weekly,"2022-03-13 00:00:00",Conventional,1.446633735,345675.33,136774.59,62709.80,33.75,127560.27,,,,18596.93
Harrisburg/Scranton,Weekly,"2022-03-06 00:00:00",Conventional,1.448927870,324803.84,124078.96,60625.97,48.40,127686.22,,,,12364.29
Harrisburg/Scranton,Weekly,"2022-02-27 00:00:00",Conventional,1.440853356,374766.37,152011.32,70988.11,38.48,135149.45,,,,16579.01
Hartford/Springfield,Weekly,"2022-03-20 00:00:00",Conventional,1.614896853,309262.46,35524.37,193682.76,1573.51,69551.59,,,,8930.23
Hartford/Springfield,Weekly,"2022-03-13 00:00:00",Conventional,1.610654052,313553.55,37420.03,199244.97,1790.14,64595.77,,,,10502.63
Hartford/Springfield,Weekly,"2022-03-06 00:00:00",Conventional,1.579246691,308675.68,37227.39,184402.27,2153.63,75010.04,,,,9882.34
Hartford/Springfield,Weekly,"2022-02-27 00:00:00",Conventional,1.541358276,377413.09,55232.91,224462.57,5015.20,83400.48,,,,9301.93
Houston,Weekly,"2022-03-20 00:00:00",Conventional,1.083269085,873137.91,314434.17,71971.48,4198.38,173425.27,,,,309108.61
Houston,Weekly,"2022-03-13 00:00:00",Conventional,1.115527264,854939.89,298443.93,75962.75,3680.77,190549.47,,,,286302.97
Houston,Weekly,"2022-03-06 00:00:00",Conventional,1.041950452,886243.61,331705.08,73191.69,3746.83,185756.62,,,,291843.38
Houston,Weekly,"2022-02-27 00:00:00",Conventional,1.034502612,926442.90,361853.62,80676.54,4084.22,192324.77,,,,287503.75
Indianapolis,Weekly,"2022-03-20 00:00:00",Conventional,1.175123008,261821.13,91296.55,13120.27,114.55,50203.98,,,,107085.78
Indianapolis,Weekly,"2022-03-13 00:00:00",Conventional,1.128008262,279114.40,89289.23,17854.68,276.70,56514.29,,,,115179.50
Indianapolis,Weekly,"2022-03-06 00:00:00",Conventional,1.208834115,259192.64,84683.25,16179.73,177.86,51576.34,,,,106575.46
Indianapolis,Weekly,"2022-02-27 00:00:00",Conventional,1.175380850,269621.77,85626.01,22051.32,248.07,45848.94,,,,115847.43
Jacksonville,Weekly,"2022-03-20 00:00:00",Conventional,1.510339806,182422.74,91358.29,5277.70,46.06,47909.04,,,,37831.66
Jacksonville,Weekly,"2022-03-13 00:00:00",Conventional,1.596258604,159486.88,76575.87,4828.57,40.87,41604.29,,,,36437.28
Jacksonville,Weekly,"2022-03-06 00:00:00",Conventional,1.564005361,165231.74,76403.98,5606.00,36.23,43966.23,,,,39219.30
Jacksonville,Weekly,"2022-02-27 00:00:00",Conventional,1.531136907,178623.49,82700.48,5818.53,44.38,48347.71,,,,41712.39
"Las Vegas",Weekly,"2022-03-20 00:00:00",Conventional,1.262699690,377084.44,67209.52,13914.38,160.94,111014.89,,,,184784.72
"Las Vegas",Weekly,"2022-03-13 00:00:00",Conventional,1.237974381,384168.97,64722.14,13780.34,122.40,111321.98,,,,194222.11
"Las Vegas",Weekly,"2022-03-06 00:00:00",Conventional,1.344593739,403930.73,60569.79,12838.01,189.53,106792.85,,,,223540.56
"Las Vegas",Weekly,"2022-02-27 00:00:00",Conventional,1.279571180,367408.65,65360.96,11705.03,1225.38,123152.83,,,,165964.46
"Los Angeles",Weekly,"2022-03-20 00:00:00",Conventional,1.407356537,2679278.50,495251.08,22560.87,95091.91,738654.55,,,,1327720.10
"Los Angeles",Weekly,"2022-03-13 00:00:00",Conventional,1.388492602,2925114.05,527864.17,26709.20,83396.50,698228.75,,,,1588915.42
"Los Angeles",Weekly,"2022-03-06 00:00:00",Conventional,1.411658668,2733497.58,510876.07,31519.73,80133.45,742879.04,,,,1368089.29
"Los Angeles",Weekly,"2022-02-27 00:00:00",Conventional,1.377442451,2739634.61,508011.77,34061.36,82833.74,722019.58,,,,1392708.16
Louisville,Weekly,"2022-03-20 00:00:00",Conventional,1.148678727,131349.31,35417.79,5406.90,28.21,33574.32,,,,56922.09
Louisville,Weekly,"2022-03-13 00:00:00",Conventional,1.100341217,153181.95,43805.85,6468.37,38.19,35313.58,,,,67555.95
Louisville,Weekly,"2022-03-06 00:00:00",Conventional,1.125921993,130996.09,33086.72,5053.19,50.20,34065.23,,,,58740.76
Louisville,Weekly,"2022-02-27 00:00:00",Conventional,1.126662208,135392.47,39353.96,7229.71,22.90,30893.64,,,,57892.27
"Miami/Ft. Lauderdale",Weekly,"2022-03-20 00:00:00",Conventional,1.543677093,760620.71,392871.21,23536.55,124.59,170370.52,,,,173717.83
"Miami/Ft. Lauderdale",Weekly,"2022-03-13 00:00:00",Conventional,1.630701384,733985.65,369811.37,23486.90,192.21,173207.20,,,,167287.96
"Miami/Ft. Lauderdale",Weekly,"2022-03-06 00:00:00",Conventional,1.578936905,730020.43,380944.54,22781.42,144.23,187913.27,,,,138236.96
"Miami/Ft. Lauderdale",Weekly,"2022-02-27 00:00:00",Conventional,1.578280913,762295.09,396727.56,16892.66,253.41,175334.98,,,,173086.49
Nashville,Weekly,"2022-03-20 00:00:00",Conventional,1.246268034,292021.14,103971.43,6116.47,0.94,86844.63,,,,95087.66
Nashville,Weekly,"2022-03-13 00:00:00",Conventional,1.195350555,304746.35,102639.47,6338.82,25.96,91599.95,,,,104142.15
Nashville,Weekly,"2022-03-06 00:00:00",Conventional,1.206281141,287676.07,98140.77,6385.57,37.56,80857.00,,,,102255.16
Nashville,Weekly,"2022-02-27 00:00:00",Conventional,1.265677032,269853.82,90525.84,8037.75,9.12,78200.30,,,,93080.81
"Northern New England",Weekly,"2022-03-20 00:00:00",Conventional,1.454566992,437195.27,162299.14,150945.70,30.88,75598.35,,,,48321.20
"Northern New England",Weekly,"2022-03-13 00:00:00",Conventional,1.424689866,457579.63,167424.64,158419.81,10.46,82868.39,,,,48856.33
"Northern New England",Weekly,"2022-03-06 00:00:00",Conventional,1.390358177,448155.54,163208.32,156632.84,12.52,84958.35,,,,43343.50
"Northern New England",Weekly,"2022-02-27 00:00:00",Conventional,1.408389220,443982.82,166305.68,155990.41,8.35,76077.29,,,,45601.09
"New Orleans/Mobile",Weekly,"2022-03-20 00:00:00",Conventional,1.322178982,290510.54,120628.21,13268.50,41.39,120630.86,,,,35941.57
"New Orleans/Mobile",Weekly,"2022-03-13 00:00:00",Conventional,1.213821184,311052.10,119919.60,11637.57,44.27,135584.44,,,,43866.21
"New Orleans/Mobile",Weekly,"2022-03-06 00:00:00",Conventional,1.241228477,279632.85,102541.36,14350.89,33.00,117162.73,,,,45544.87
"New Orleans/Mobile",Weekly,"2022-02-27 00:00:00",Conventional,1.227604329,254568.35,98836.83,11489.90,30.17,101830.37,,,,42381.09
"New York",Weekly,"2022-03-20 00:00:00",Conventional,1.663410231,1603503.91,407950.35,619680.71,418.47,493557.74,,,,81896.63
"New York",Weekly,"2022-03-13 00:00:00",Conventional,1.666101045,1632765.73,422775.31,627667.83,538.59,489110.03,,,,92673.96
"New York",Weekly,"2022-03-06 00:00:00",Conventional,1.625675278,1595418.32,413067.34,602881.92,382.31,495560.16,,,,83526.58
"New York",Weekly,"2022-02-27 00:00:00",Conventional,1.518341217,2225390.40,790954.48,740019.67,392.30,600178.38,,,,93845.57
Orlando,Weekly,"2022-03-20 00:00:00",Conventional,1.533893388,413481.01,194589.88,7385.25,15.39,120493.58,,,,90996.90
Orlando,Weekly,"2022-03-13 00:00:00",Conventional,1.540581236,408269.88,183551.12,6866.36,20.25,124557.29,,,,93274.86
Orlando,Weekly,"2022-03-06 00:00:00",Conventional,1.523438441,400210.42,190800.64,7006.13,19.31,105853.01,,,,96531.34
Orlando,Weekly,"2022-02-27 00:00:00",Conventional,1.520845923,412470.14,210077.91,7487.12,37.57,121612.18,,,,73255.36
Peoria/Springfield,Weekly,"2022-03-20 00:00:00",Conventional,1.178544856,119267.90,40991.42,6528.48,80.13,33611.97,,,,38055.90
Peoria/Springfield,Weekly,"2022-03-13 00:00:00",Conventional,1.137553321,129764.17,42088.59,9479.30,82.64,37090.57,,,,41023.08
Peoria/Springfield,Weekly,"2022-03-06 00:00:00",Conventional,1.227416778,115833.13,37311.31,8807.19,68.75,35633.77,,,,34012.10
Peoria/Springfield,Weekly,"2022-02-27 00:00:00",Conventional,1.164149753,129538.73,40327.18,15912.77,63.26,37417.88,,,,35817.64
Philadelphia,Weekly,"2022-03-20 00:00:00",Conventional,1.515307171,540282.25,177760.07,100937.15,214.00,210095.35,,,,51275.67
Philadelphia,Weekly,"2022-03-13 00:00:00",Conventional,1.535824950,534671.88,177572.62,100769.57,245.85,201318.57,,,,54765.27
Philadelphia,Weekly,"2022-03-06 00:00:00",Conventional,1.541059151,529310.44,177527.75,96998.53,212.39,203379.07,,,,51192.70
Philadelphia,Weekly,"2022-02-27 00:00:00",Conventional,1.450472415,636735.38,230468.96,119512.81,305.41,232261.13,,,,54187.08
Phoenix/Tucson,Weekly,"2022-03-20 00:00:00",Conventional,1.194706493,1177417.00,346784.13,116087.72,6086.47,170174.78,,,,538283.90
Phoenix/Tucson,Weekly,"2022-03-13 00:00:00",Conventional,1.180682202,1186919.41,355592.44,115853.72,5538.17,174960.26,,,,534974.82
Phoenix/Tucson,Weekly,"2022-03-06 00:00:00",Conventional,1.319214996,1202745.06,290440.62,120025.09,5182.08,184304.74,,,,602792.52
Phoenix/Tucson,Weekly,"2022-02-27 00:00:00",Conventional,1.106249988,1199279.41,391299.42,111888.08,4179.88,230189.07,,,,461722.96
Pittsburgh,Weekly,"2022-03-20 00:00:00",Conventional,1.677548026,118782.60,44045.69,2972.15,9.39,40375.17,,,,31380.19
Pittsburgh,Weekly,"2022-03-13 00:00:00",Conventional,1.671190800,122257.20,44205.99,3364.71,3.71,45414.03,,,,29268.76
Pittsburgh,Weekly,"2022-03-06 00:00:00",Conventional,1.661820185,104904.66,39686.94,2679.29,5.67,31020.79,,,,31511.97
Pittsburgh,Weekly,"2022-02-27 00:00:00",Conventional,1.112014860,158174.06,66637.71,5653.84,9.45,36988.33,,,,48884.73
Portland,Weekly,"2022-03-20 00:00:00",Conventional,1.554686959,534135.37,103400.61,30853.63,6334.11,113240.26,,,,280306.76
Portland,Weekly,"2022-03-13 00:00:00",Conventional,1.483738959,528152.58,104597.36,26013.99,6036.41,119073.19,,,,272431.63
Portland,Weekly,"2022-03-06 00:00:00",Conventional,1.411925371,587628.61,99847.74,46712.46,5684.24,124733.29,,,,310650.88
Portland,Weekly,"2022-02-27 00:00:00",Conventional,1.444737801,579584.34,92946.52,55315.03,4800.61,117459.43,,,,309062.75
Providence,Weekly,"2022-03-20 00:00:00",Conventional,1.814060020,77010.77,6035.12,43730.02,23.38,15115.72,,,,12106.54
Providence,Weekly,"2022-03-13 00:00:00",Conventional,1.807454258,80964.12,6128.60,46665.36,26.89,15754.07,,,,12389.20
Providence,Weekly,"2022-03-06 00:00:00",Conventional,1.744398707,80702.84,7410.04,43921.41,20.27,18373.09,,,,10978.02
Providence,Weekly,"2022-02-27 00:00:00",Conventional,1.682768497,91787.93,7850.97,49332.57,47.93,24610.05,,,,9946.42
Raleigh/Greensboro,Weekly,"2022-03-20 00:00:00",Conventional,1.430187952,391283.35,170592.29,66992.34,1927.57,137341.99,,,,14429.16
Raleigh/Greensboro,Weekly,"2022-03-13 00:00:00",Conventional,1.431868851,389667.03,149632.83,60608.54,1967.29,152401.17,,,,25057.20
Raleigh/Greensboro,Weekly,"2022-03-06 00:00:00",Conventional,1.357034922,408239.36,146273.97,61032.71,1985.49,182299.84,,,,16647.36
Raleigh/Greensboro,Weekly,"2022-02-27 00:00:00",Conventional,1.349801633,405201.09,162031.39,63415.77,2209.03,158979.17,,,,18565.73
Richmond/Norfolk,Weekly,"2022-03-20 00:00:00",Conventional,1.267496987,324612.54,119698.85,34270.03,482.81,89102.25,,,,81058.60
Richmond/Norfolk,Weekly,"2022-03-13 00:00:00",Conventional,1.277708433,337417.44,122146.56,34402.71,569.36,94844.07,,,,85454.73
Richmond/Norfolk,Weekly,"2022-03-06 00:00:00",Conventional,1.256242986,327258.34,119239.25,32924.04,546.22,93945.85,,,,80602.98
Richmond/Norfolk,Weekly,"2022-02-27 00:00:00",Conventional,1.214263681,319052.44,124800.98,33117.40,532.82,84598.96,,,,76002.28
Roanoke,Weekly,"2022-03-20 00:00:00",Conventional,1.151657881,194980.23,76263.76,11772.21,7.29,43532.06,,,,63404.92
Roanoke,Weekly,"2022-03-13 00:00:00",Conventional,1.166565043,205143.62,76857.45,11915.15,18.09,51402.58,,,,64950.34
Roanoke,Weekly,"2022-03-06 00:00:00",Conventional,1.172740319,191519.40,70991.31,12017.69,84.80,48186.51,,,,60239.09
Roanoke,Weekly,"2022-02-27 00:00:00",Conventional,1.109798269,199686.09,81014.11,12851.22,40.78,45047.94,,,,60732.03
Sacramento,Weekly,"2022-03-20 00:00:00",Conventional,1.592743126,394341.06,98689.21,101039.05,1257.20,90071.82,,,,103283.78
Sacramento,Weekly,"2022-03-13 00:00:00",Conventional,1.663041234,430349.52,75835.74,131640.91,1002.66,85805.33,,,,136064.88
Sacramento,Weekly,"2022-03-06 00:00:00",Conventional,1.763782118,395371.67,75368.85,131184.46,1112.80,99282.66,,,,88422.90
Sacramento,Weekly,"2022-02-27 00:00:00",Conventional,1.740944213,441532.65,85186.30,143661.47,685.22,90336.13,,,,121663.52
"San Diego",Weekly,"2022-03-20 00:00:00",Conventional,1.365638959,500744.05,90894.58,8862.15,14142.59,155632.80,,,,231211.93
"San Diego",Weekly,"2022-03-13 00:00:00",Conventional,1.380338589,540597.64,92457.60,10119.89,10954.26,139100.35,,,,287965.55
"San Diego",Weekly,"2022-03-06 00:00:00",Conventional,1.372275607,521425.08,90319.79,11268.87,10406.47,155000.78,,,,254429.17
"San Diego",Weekly,"2022-02-27 00:00:00",Conventional,1.330116626,520459.38,84607.02,10861.26,13324.82,147225.06,,,,264441.23
"San Francisco",Weekly,"2022-03-20 00:00:00",Conventional,1.450972629,762631.12,215981.39,96257.98,2735.15,134053.57,,,,313603.03
"San Francisco",Weekly,"2022-03-13 00:00:00",Conventional,1.684112062,908589.26,157505.39,140891.88,2456.95,116989.65,,,,490745.39
"San Francisco",Weekly,"2022-03-06 00:00:00",Conventional,1.753398213,619554.85,120308.58,119083.51,2891.43,129030.84,,,,248240.49
"San Francisco",Weekly,"2022-02-27 00:00:00",Conventional,1.850717766,849177.60,141914.63,162904.54,2232.18,120323.40,,,,421802.85
Seattle,Weekly,"2022-03-20 00:00:00",Conventional,1.801529690,478391.59,73761.46,37967.21,558.43,122165.17,,,,243939.31
Seattle,Weekly,"2022-03-13 00:00:00",Conventional,1.796174837,458186.35,78920.55,36728.97,459.14,100139.60,,,,241938.10
Seattle,Weekly,"2022-03-06 00:00:00",Conventional,1.699702505,511486.90,75506.39,54238.49,459.97,102144.36,,,,279137.69
Seattle,Weekly,"2022-02-27 00:00:00",Conventional,1.743387243,506693.79,68051.60,67920.77,521.83,101607.31,,,,268592.27
"South Carolina",Weekly,"2022-03-20 00:00:00",Conventional,1.368385991,495295.28,200577.62,43011.07,990.54,144613.51,,,,106102.54
"South Carolina",Weekly,"2022-03-13 00:00:00",Conventional,1.385707620,487424.49,191149.31,41475.01,936.24,144484.61,,,,109379.33
"South Carolina",Weekly,"2022-03-06 00:00:00",Conventional,1.346909007,494560.33,199304.71,40931.81,1020.97,154178.59,,,,99124.25
"South Carolina",Weekly,"2022-02-27 00:00:00",Conventional,1.357708585,450474.63,196391.48,40348.18,1124.82,119039.92,,,,93570.22
Spokane,Weekly,"2022-03-20 00:00:00",Conventional,1.576179328,69715.17,16925.49,5293.30,0.00,18427.95,,,,29068.43
Spokane,Weekly,"2022-03-13 00:00:00",Conventional,1.554714471,66612.25,16467.56,4866.51,18.90,16074.92,,,,29184.35
Spokane,Weekly,"2022-03-06 00:00:00",Conventional,1.501312893,69744.38,14472.73,7946.18,3.48,16641.43,,,,30680.56
Spokane,Weekly,"2022-02-27 00:00:00",Conventional,1.502929115,70028.64,13978.72,9077.02,0.00,15722.31,,,,31250.59
"St. Louis",Weekly,"2022-03-20 00:00:00",Conventional,1.238682273,193773.03,72269.71,5458.21,5.67,57871.87,,,,58167.58
"St. Louis",Weekly,"2022-03-13 00:00:00",Conventional,1.209983715,196987.32,71818.12,5249.96,6.62,61752.90,,,,58159.73
"St. Louis",Weekly,"2022-03-06 00:00:00",Conventional,1.204417586,189222.97,71383.29,6385.90,5.67,57971.65,,,,53476.46
"St. Louis",Weekly,"2022-02-27 00:00:00",Conventional,1.215761714,188271.28,70083.22,11256.04,8.50,58069.34,,,,48854.17
Syracuse,Weekly,"2022-03-20 00:00:00",Conventional,1.422133413,74361.95,15023.87,22440.20,201.94,32570.61,,,,4125.32
Syracuse,Weekly,"2022-03-13 00:00:00",Conventional,1.378883796,81545.54,16779.60,24762.71,37.57,35234.62,,,,4731.04
Syracuse,Weekly,"2022-03-06 00:00:00",Conventional,1.363982671,81206.24,14848.63,25534.49,25.09,35859.62,,,,4938.41
Syracuse,Weekly,"2022-02-27 00:00:00",Conventional,1.327162108,77170.89,15960.97,24093.81,203.51,31663.25,,,,5249.34
Tampa,Weekly,"2022-03-20 00:00:00",Conventional,1.503345820,463182.07,211957.50,12551.99,18.94,101615.90,,,,137037.74
Tampa,Weekly,"2022-03-13 00:00:00",Conventional,1.481492687,442931.32,203949.72,11236.18,26.46,94162.94,,,,133556.02
Tampa,Weekly,"2022-03-06 00:00:00",Conventional,1.450681410,448882.20,217178.81,11712.70,25.27,93205.77,,,,126759.66
Tampa,Weekly,"2022-02-27 00:00:00",Conventional,1.485101308,462270.75,232825.90,11982.31,26.66,108225.74,,,,109210.14
Toledo,Weekly,"2022-03-20 00:00:00",Conventional,1.187660116,137911.22,51582.84,4956.61,3284.35,24930.70,,,,53156.72
Toledo,Weekly,"2022-03-13 00:00:00",Conventional,1.157898585,147470.83,51481.04,5875.27,3883.82,27522.89,,,,58707.81
Toledo,Weekly,"2022-03-06 00:00:00",Conventional,1.228126255,133105.11,45019.00,5127.05,3697.62,26402.45,,,,52858.99
Toledo,Weekly,"2022-02-27 00:00:00",Conventional,1.166888060,146601.07,47615.19,6709.26,6650.43,25534.56,,,,60091.63
"West Tex/New Mexico",Weekly,"2022-03-20 00:00:00",Conventional,1.149281026,898257.76,228556.19,93284.91,5191.08,384033.45,,,,187192.13
"West Tex/New Mexico",Weekly,"2022-03-13 00:00:00",Conventional,1.197177217,826763.80,232391.00,93476.42,5136.70,299294.17,,,,196465.52
"West Tex/New Mexico",Weekly,"2022-03-06 00:00:00",Conventional,1.223898545,863732.31,229891.81,109668.92,6282.29,324630.50,,,,193258.80
"West Tex/New Mexico",Weekly,"2022-02-27 00:00:00",Conventional,1.127585389,843385.09,237668.78,91021.60,6075.77,338147.20,,,,170471.74
Wichita,Weekly,"2022-03-20 00:00:00",Conventional,1.099246291,108039.53,24775.27,1326.45,2.16,26645.34,,,,55290.31
Wichita,Weekly,"2022-03-13 00:00:00",Conventional,1.164108826,94285.41,23065.22,1655.48,10.40,25323.27,,,,44231.05
Wichita,Weekly,"2022-03-06 00:00:00",Conventional,1.087871082,110050.77,27087.78,1528.19,4.32,28556.58,,,,52873.91
Wichita,Weekly,"2022-02-27 00:00:00",Conventional,1.034263909,107741.77,25856.07,1331.36,8.11,30140.83,,,,50405.40
California,Weekly,"2022-03-20 00:00:00",Conventional,1.432239371,5479048.47,1250478.26,362152.13,127369.16,1352474.64,,,,2386574.29
California,Weekly,"2022-03-13 00:00:00",Conventional,1.489590609,6046572.99,1127141.84,494637.04,110524.70,1265821.95,,,,3048447.46
California,Weekly,"2022-03-06 00:00:00",Conventional,1.509157129,5347882.00,1074261.12,460868.54,107770.72,1385245.75,,,,2319735.87
California,Weekly,"2022-02-27 00:00:00",Conventional,1.510758677,5776922.14,1139540.06,532615.39,112432.33,1326882.61,,,,2665451.76
"Great Lakes",Weekly,"2022-03-20 00:00:00",Conventional,1.340040837,3760310.11,1131589.90,314486.61,105642.44,808840.14,,,,1399751.03
"Great Lakes",Weekly,"2022-03-13 00:00:00",Conventional,1.313802121,3935453.23,1107788.73,359624.50,116889.73,867692.22,,,,1483458.04
"Great Lakes",Weekly,"2022-03-06 00:00:00",Conventional,1.370028459,3724685.98,1016845.47,341436.41,119324.72,841062.33,,,,1406017.05
"Great Lakes",Weekly,"2022-02-27 00:00:00",Conventional,1.300882202,3990377.03,1058655.20,433670.86,191473.14,826845.63,,,,1479732.20
Midsouth,Weekly,"2022-03-20 00:00:00",Conventional,1.352512372,3859258.34,1429093.18,465737.66,8676.16,1263479.61,,,,692271.73
Midsouth,Weekly,"2022-03-13 00:00:00",Conventional,1.309954920,4030701.04,1434739.09,484535.42,8748.77,1326959.64,,,,775718.11
Midsouth,Weekly,"2022-03-06 00:00:00",Conventional,1.328973752,3774324.88,1289315.93,438279.65,9092.86,1354321.78,,,,683314.66
Midsouth,Weekly,"2022-02-27 00:00:00",Conventional,1.304508996,3854303.55,1410592.94,483604.35,9861.83,1260344.36,,,,689900.07
Northeast,Weekly,"2022-03-20 00:00:00",Conventional,1.589549354,4713341.46,1215466.94,1697634.24,4186.03,1422627.06,,,,373427.17
Northeast,Weekly,"2022-03-13 00:00:00",Conventional,1.576057165,4851490.54,1254347.32,1745933.02,3440.22,1449440.55,,,,398329.44
Northeast,Weekly,"2022-03-06 00:00:00",Conventional,1.549523289,4725949.41,1205852.63,1679510.24,3300.48,1471645.29,,,,365640.78
Northeast,Weekly,"2022-02-27 00:00:00",Conventional,1.483255747,5777474.43,1786911.33,1947513.38,7582.25,1626072.32,,,,409395.15
Plains,Weekly,"2022-03-20 00:00:00",Conventional,1.376801712,1795683.89,590877.11,296685.42,1352.03,552165.78,,,,354603.54
Plains,Weekly,"2022-03-13 00:00:00",Conventional,1.404127983,1724575.69,608902.54,266157.94,1231.50,541023.87,,,,307259.84
Plains,Weekly,"2022-03-06 00:00:00",Conventional,1.356631223,1797072.66,614103.05,292760.20,1543.14,556366.05,,,,332300.21
Plains,Weekly,"2022-02-27 00:00:00",Conventional,1.244177650,1918399.01,590164.92,399921.43,3495.82,584600.18,,,,340216.67
"South Central",Weekly,"2022-03-20 00:00:00",Conventional,1.155408040,4818642.04,1678527.69,370946.60,26740.41,1544963.39,,,,1197463.95
"South Central",Weekly,"2022-03-13 00:00:00",Conventional,1.174975777,4719031.66,1670186.78,375870.43,24476.75,1526784.59,,,,1121713.11
"South Central",Weekly,"2022-03-06 00:00:00",Conventional,1.130951444,4742829.47,1631813.24,443910.69,28194.06,1536318.57,,,,1102592.91
"South Central",Weekly,"2022-02-27 00:00:00",Conventional,1.083684467,4813430.22,1688129.66,441760.09,29068.33,1523715.80,,,,1130756.34
Southeast,Weekly,"2022-03-20 00:00:00",Conventional,1.395327379,4550269.84,2059590.04,154223.55,1744.89,1086758.18,,,,1247953.18
Southeast,Weekly,"2022-03-13 00:00:00",Conventional,1.424417807,4535247.31,1985179.89,151257.48,1702.68,1098545.55,,,,1298561.72
Southeast,Weekly,"2022-03-06 00:00:00",Conventional,1.407883522,4418421.50,2004506.05,150479.21,1843.54,1089455.04,,,,1172137.65
Southeast,Weekly,"2022-02-27 00:00:00",Conventional,1.423975586,4334045.74,2042387.36,138372.61,2041.28,1041316.60,,,,1109927.89
West,Weekly,"2022-03-20 00:00:00",Conventional,1.385079550,6189787.69,1385046.08,445351.29,57165.83,1524388.07,,,,2777836.41
West,Weekly,"2022-03-13 00:00:00",Conventional,1.376367940,6114734.33,1385283.84,472728.50,45968.00,1422027.28,,,,2788726.72
West,Weekly,"2022-03-06 00:00:00",Conventional,1.385247336,6271778.49,1236353.81,608539.16,23642.57,1471090.29,,,,2932152.67
West,Weekly,"2022-02-27 00:00:00",Conventional,1.307041440,6399859.02,1416350.36,600968.50,22486.88,1607463.19,,,,2752590.10
"Total U.S.",Weekly,"2022-03-20 00:00:00",Conventional,1.380875060,35166341.83,10740669.20,4107217.52,332876.95,9555696.87,,,,10429881.29
"Total U.S.",Weekly,"2022-03-13 00:00:00",Conventional,1.389018878,35957806.78,10573570.02,4350744.33,312982.34,9498295.65,,,,11222214.44
"Total U.S.",Weekly,"2022-03-06 00:00:00",Conventional,1.385604875,34802944.39,10073051.30,4415784.11,294712.09,9705505.10,,,,10313891.79
"Total U.S.",Weekly,"2022-02-27 00:00:00",Conventional,1.346962455,36864811.15,11132731.84,4978426.61,378441.84,9797240.69,,,,10577970.17
Albany,Weekly,"2022-03-20 00:00:00",Organic,1.851868028,3325.75,55.80,312.85,1.01,2760.46,,,,195.63
Albany,Weekly,"2022-03-13 00:00:00",Organic,1.695323577,3800.42,36.52,192.76,4.06,3415.77,,,,151.30
Albany,Weekly,"2022-03-06 00:00:00",Organic,1.740154451,3804.41,42.51,606.24,3.04,3003.60,,,,149.03
Albany,Weekly,"2022-02-27 00:00:00",Organic,2.024080570,2686.94,68.85,632.48,1.01,1786.23,,,,198.37
Atlanta,Weekly,"2022-03-20 00:00:00",Organic,1.903779967,23155.07,111.48,2846.50,0.00,11410.54,,,,8786.56
Atlanta,Weekly,"2022-03-13 00:00:00",Organic,1.981801989,27925.95,85.38,2799.98,0.00,10317.93,,,,14722.67
Atlanta,Weekly,"2022-03-06 00:00:00",Organic,2.052911348,24852.14,96.85,2859.44,0.00,6625.33,,,,15270.52
Atlanta,Weekly,"2022-02-27 00:00:00",Organic,1.836331334,30563.07,100.38,2102.08,0.00,11767.14,,,,16593.47
